Name,0
GW853606X ,1.7568833333333325
Compound 22 ,1.4115000000000004
GSK571989A ,2.6010833333333325
GW352430A ,1.7413333333333325
Compound 58 ,0.8379999999999999
Compound 16 ,0.5765916666666666
Repaglinide,1.3740416666666666
Compound 8 ,1.3517499999999987
Compound 9 ,1.1055833333333331
Compound 21 ,0.6655000000000005
Compound 53 ,0.8997500000000005
GSK312948A ,2.0179166666666664
GW300660X ,1.0004999999999997
Ritonavir,1.400416666666667
GW416981X ,1.0250000000000001
Compound 7 ,1.3871249999999988
Compound 3 ,1.4858333333333331
Enalapril,0.6633249999999998
Nelfinavir,1.5513749999999995
GSK1023156A ,2.0481666666666642
Compound 15 ,1.0601249999999998
Indomethacin,1.2104999999999995
GW805758X ,2.0320000000000005
GW811168X ,1.991666666666664
Compound 57 ,1.2382500000000007
Compound 47 ,0.7126666666666666
Compound 13 ,0.8129999999999995
Cerivastatin,0.9313333333333332
Compound 29 ,0.48699999999999993
