Name,0
Metoprolol,1.7154166666666664
Compound 33 ,1.0908749999999996
GW396574X ,1.857
Compound 39 ,0.6241249999999997
Compound 2 ,0.3041666666666667
Compound 14 ,1.2490833333333335
GW300657X ,1.543
GW806290X ,2.0287499999999965
Compound 44 ,1.6115000000000017
Imipramine,1.3789166666666661
Ondansetron,1.1761666666666657
GW305178X ,1.5699999999999974
Compound 62 ,1.451583333333332
Astemizole,1.3180416666666661
GSK614526A ,2.4989999999999988
Compound 30 ,1.1140833333333338
Compound 42 ,0.7044000000000001
GSK938890A ,3.039583333333326
Compound 27 ,1.9417500000000003
Compound 28 ,1.7240000000000009
Compound 26 ,0.9682499999999995
GW843682X ,2.3953333333333298
Diclofenac,0.8527083333333328
Compound 46 ,0.9590000000000002
Compound 19 ,0.0740250000000001
GW301784X ,0.9145000000000012
Compound 41 ,1.6481666666666657
Compound 25 ,0.7044583333333339
Diltiazem,1.2657083333333332
GSK317315A ,2.872666666666666
Verapamil,0.42082499999999984
Compound 5 ,-0.008125000000000056
Compound 32 ,0.3110666666666666
GW810576X ,2.131999999999996
GSK237700A ,2.598999999999994
SB-725317 ,1.3399999999999992
Compound 35 ,1.2809999999999995
GSK326090A ,2.511999999999999
sesamin,0.3086166666666666
Compound 64 ,1.286200000000001
Simvastatin acid,1.733333333333335
Saquinavir,1.30125
Compound 55 ,0.5765000000000007
Compound 1 ,0.39629166666666654
GSK619487A ,2.477416666666671
GW804482X ,2.6918388888888867
Compound 51 ,1.2019999999999988
Compound 37 ,0.7289999999999992
GSK237701A ,2.4570000000000003
Compound 36 ,1.3996666666666664
Propranolol,1.5599999999999994
Compound 11 ,1.811249999999998
Compound 45 ,0.6395000000000008
Fexofenadine,0.4719999999999998
GW275944X ,1.933166666666665
GSK579289A ,2.539999999999995
Lovastatin,1.234999999999998
Pravastatin,1.152499999999999
Compound 12 ,0.4496666666666664
Compound 17 ,0.17794999999999989
GW801372X ,2.138549999999999
GW831091X ,1.2659999999999993
Candesartan,0.8238333333333339
Compound 20 ,0.5865833333333336
Compound 40 ,0.8333916666666665
GSK1007102B ,2.6914999999999965
Irinotecan,0.48079166666666656
Compound 10 ,0.10100000000000003
GW513184X ,1.7929999999999964
Caffeine,0.28308333333333396
Lopinavir,1.2195833333333328
Compound 56 ,0.36295833333333327
Compound 52 ,0.8898333333333325
GW778894X ,1.8640833333333322
Compound 48 ,1.6010000000000002
GW779439X ,1.819499999999999
Compound 63 ,1.1730833333333335
sesamol,1.0196666666666676
GSK317314A ,2.58843333333333
SB-675259-M ,0.9240000000000008
GW290597X ,1.4775000000000003
Compound 43 ,1.7326666666666666
Compound 60 ,0.6072500000000016
GW276655X ,1.237499999999999
Compound 50 ,1.2769999999999997
GSK978744A ,2.7372499999999986
Olmesartan,1.4937499999999992
Compound 24 ,0.9470833333333332
Compound 59 ,0.42549999999999977
GSK204925A ,2.537699999999997
Compound 34 ,0.6779583333333337
SB-732881 ,1.8414999999999986
Compound 61 ,0.38366666666666677
Compound 65 ,1.3320000000000007
Pitavastatin,1.2244999999999997
Compound 4 ,-0.06450833333333338
Compound 31 ,0.6464000000000003
GW784752X ,1.8894999999999982
Rosiglitazone,2.1439999999999992
Atorvastatin,1.6404999999999985
Compound 54 ,1.099
Prazosin,1.0756666666666659
GW589933X ,1.5629999999999995
GW416469X ,1.6534999999999989
GW852849X ,2.5342499999999983
GSK943949A ,3.0272142857142774
GSK1030059A ,2.1759999999999975
Ketoconazole,1.5494999999999997
sesamolin,0.18028333333333318
Compound 23 ,1.363666666666667
Fluvastatin,0.9912499999999992
GW780056X ,2.016499999999999
Compound 18 ,0.19445833333333315
GW297361X ,1.5525
GW572399X ,1.612249999999999
